paper_id,authors,decision
1222,"Miaofeng Liu, Yan Song, Hongbin Zou, Tong Zhang",Reject
1223,"Tom Hosking, Sebastian Riedel",Reject
1224,"Dhanush Dharmaretnam, Chris Foster, Alona Fyshe",Reject
1225,"Deepak Pathak, Chris Lu, Trevor Darrell, Philip Isola, Alexei Efros",Reject
1226,"Yuning Mao, Jingjing Tian, Jiawei Han, Xiang Ren",Reject
1227,"Chenwei Zhang, Yaliang Li, Nan Du, Wei Fan, Philip Yu",Reject
1228,"Yau-Shian Wang, Yun-Nung Chen, Hung-Yi Lee",Reject
1229,"Farzaneh Mahdisoltani, Guillaume Berger, Waseem Gharbieh, David Fleet, Roland Memisevic",Reject
1230,"Rui Zhao, David Bieber, Kevin Swersky, Daniel Tarlow",Reject
1231,"Yeu-Chern Harn, Zhenghao Chen, Vladimir Jojic",Reject
1232,"Daniel Mankowitz, Augustin Žídek, André Barreto, Dan Horgan, Matteo Hessel, John Quan, Junhyuk Oh, Hado Hasselt, David Silver, Tom Schaul",Reject
1233,"William Whitney, Rob Fergus",Reject
1234,"Jiaxi Liu, Yidong Zhang, Xiaoqing Wang, Yuming Deng, Xingyu Wu, Miaolan Xie",Reject
1235,"John Thickstun, Zaid Harchaoui, Dean Foster, Sham Kakade",Reject
1236,"Aditya Rawal, Jason Liang, Risto Miikkulainen",Reject
1237,"Yinlam Chow, Ofir Nachum, Mohammad Ghavamzadeh, Edgar Guzman-Duenez",Reject
1238,"Jonathan Hunt, Andre Barreto, Timothy Lillicrap, Nicolas Heess",Reject
1239,"Amirhossein Taghvaei, Prashant Mehta",Reject
1240,"Dong Xu, Eleanor Quint, Zeynep Hakguder, Haluk Dogan, Stephen Scott, Matthew Dwyer",Reject
1241,"Siddharth Reddy, Anca Dragan, Sergey Levine",Reject
1242,"Yunhao Tang, Shipra Agrawal",Reject
1243,Anubhav Ashok,Reject
1244,"Ke Li, Shichong Peng, Jitendra Malik",Reject
1245,"Jingkai Mao, Jakob Foerster, Tim Rocktäschel, Gregory Farquhar, Maruan Al-Shedivat, Shimon Whiteson",Reject
1246,"Aijun Bai, Dongdong Chen, Gang Hua, Lu Yuan",Reject
1247,"Sai Narayanaswami, Nandan Sudarsanam, Balaraman Ravindran",Reject
1248,"Risto Vuorio, Shao-Hua Sun, Hexiang Hu, Joseph Lim",Reject
1249,"Ziliang Chen, Keze Wang, Liang Lin",Reject
1250,"Ryan-Rhys Griffiths, José Hernández-Lobato",Reject
1251,"Xingchao Liu, Tongzhou Mu, Hao Su",Reject
1252,"Masaaki Imaizumi, Kenji Fukumizu",Reject
1253,"Yichuan Zhang, José Hernández-Lobato, Zoubin Ghahramani",Reject
1254,"Felix Sattler, Simon Wiedemann, Klaus-Robert Müller, Wojciech Samek",Reject
1255,"Shuai Li, Kui Jia",Reject
1256,"Marc Law, Jake Snell, Richard Zemel",Reject
1257,"Leygonie Jacob, Jennifer She, Amjad Almahairi, Sai Rajeswar, Aaron Courville",Reject
1258,"Fenfei Guo, Mohit Iyyer, Leah Findlater, Jordan Boyd-Graber",Reject
1259,"Noah Golmant, Nikita Vemuri, Zhewei Yao, Vladimir Feinberg, Amir Gholami, Kai Rothauge, Michael Mahoney, Joseph Gonzalez",Reject
1260,"Gido Ven, Andreas Tolias",Reject
1261,"Ehsan Amid, Manfred Warmuth",Reject
1262,"Hadi Ghauch, Hossein Ghadikolaei, Mikael Skoglund, Carlo Fischione",Reject
1263,"Stanley Osher, Bao Wang, Penghang Yin, Xiyang Luo, Minh Pham, Alex Lin",Reject
1264,"Kelly Zhang, Samuel Bowman",Reject
1265,"Jiahuan Zhou, Nikolaos Karianakis, Ying Wu, Gang Hua",Reject
1266,"Nicholas Rhinehart, Anqi Liu, Kihyuk Sohn, Paul Vernaza",Reject
1267,"De-Qin Gao, Ping-Chen Tsai, Shanq-Jang Ruan",Reject
1268,"Xufang Luo, Qi Meng, Di He, Wei Chen, Yunhong Wang, Tie-Yan Liu",Reject
1269,"Yeming Wen, Kevin Luk, Maxime Gazeau, Guodong Zhang, Harris Chan, Jimmy Ba",Reject
1270,"Peize Zhao, Danfeng Cai, Shaokun Zhang, Feng Chen, Zhemin Zhang, Cheng Wang, Jonathan Li",Reject
1271,"Simon Carbonnelle, Christophe Vleeschouwer",Reject
1272,"Morgan Funtowicz, Tomi Silander, Arnaud Sors, Julien Perez",Reject
1273,"Dan Rosenbaum, Frederic Besse, Fabio Viola, Danilo Rezende, S. Eslami",Reject
1274,"Jorge Pessoa, Helena Aidos, Pedro Tomás, Mário Figueiredo",Reject
1275,"Elad Hoffer, Itay Hubara, Niv Giladi, Daniel Soudry",Reject
1276,"Eric Chu, Peter Liu",Reject
1277,"Mihai Andries, Atabak Dehban, Jose Santos-Victor",Reject
1278,"Yao Shi, Tian Xia, Guanjun Zhao, Xin Gao",Reject
1279,"Bin Zhou, Jiashi Feng",Reject
1280,"Ran Tian, Yash Agrawal, Kento Watanabe, Hiroya Takamura",Reject
1281,"Pouya Bashivan, Mark Tensen, James DiCarlo",Reject
1282,"Ling Pan, Qingpeng Cai, Qi Meng, Wei Chen, Tie-Yan Liu",Reject
1283,"Guoshuai Zhao, Jun Li, Lu Wang, Xueming Qian, Yun Fu",Reject
1284,"Zhiming Zhou, Yuxuan Song, Lantao Yu, Hongwei Wang, Weinan Zhang, Zhihua Zhang, Yong Yu",Reject
1285,"Dinghan Shen, Asli Celikyilmaz, Yizhe Zhang, Liqun Chen, Xin Wang, Lawrence Carin",Reject
1286,"Jacob Rafati, David Noelle",Reject
1287,"Jiaming Luo, Yuan Cao, Yonghui Wu",Reject
1288,"Sukarna Barua, Xingjun Ma, Sarah Erfani, Michael Houle, James Bailey",Reject
1289,"Łukasz Maziarka, Marek Śmieja, Aleksandra Nowak, Jacek Tabor, Łukasz Struski, Przemysław Spurek",Reject
1290,"Bastiaan Veeling, Rianne Berg, Max Welling",Reject
1291,"Alexander Alemi, Ian Fischer",Reject
1292,"Jason Lee, Kyunghyun Cho, Douwe Kiela",Reject
1293,"Sotirios Chatzis, Kyriacos Tolias, Aristotelis Charalampous",Reject
1294,"Thomas LUCAS, Konstantin SHMELKOV, Karteek ALAHARI, Cordelia SCHMID, Jakob VERBEEK",Reject
1295,"Philip Becker-Ehmck, Jan Peters, Patrick Smagt",Reject
1296,"Yu Li, Zhongxiao Li, Lizhong Ding, Yijie Pan, Chao Huang, Yuhui Hu, Wei Chen, Xin Gao",Reject
1297,Siddhartha Brahma,Reject
1298,"Philipp Becker, Harit Pandya, Gregor Gebhardt, Cheng Zhao, Gerhard Neumann",Reject
1299,"Eugene Belilovsky, Michael Eickenberg, Edouard Oyallon",Reject
1300,"Zhenxing Liu, Maoyu Hu, Zhangfei Zhang",Reject
1301,"Daniel Diaz, Antonio Moretti, Ziqiang Wei, Shreya Saxena, John Cunningham, Liam Paninski",Reject
1302,"Anton Bakhtin, Arthur Szlam, Marc'Aurelio Ranzato",Reject
1303,Richard Zhang,Reject
1304,"Chaochao Lu, José Lobato",Reject
1305,"Adam Earle, Andrew Saxe, Benjamin Rosman",Reject
1306,"Wei-Yang Qu, Yang Yu, Tang-Jie Lv, Ying-Feng Chen, Chang-Jie Fan",Reject
1307,"Yihao Feng, Hao Liu, Jian Peng, Qiang Liu",Reject
1308,"Yubin Deng, Ke Yu, Dahua Lin, Xiaoou Tang, Chen Loy",Reject
1309,"Sahisnu Mazumder, Bing Liu, Shuai Wang, Yingxuan Zhu, Xiaotian Yin, Lifeng Liu, Jian Li, Yongbing Huang",Reject
1310,"Farnood Salehi, Robert Bamler, Stephan Mandt",Reject
1311,"Yujun Li, Chengzhuo Ni, Guangzeng Xie, Wenhao Yang, Shuchang Zhou, Zhihua Zhang",Reject
1312,"Elad Sarafian, Aviv Tamar, Sarit Kraus",Reject
1313,"Matthew Schlegel, Wesley Chung, Daniel Graves, Martha White",Reject
1314,"Tharun Medini, Anshumali Shrivastava",Reject
1315,"Zhuoran Yang, Zuyue Fu, Kaiqing Zhang, Zhaoran Wang",Reject
1316,"Alban Laflaquière, Michael Ortiz",Reject
1317,"Scott Fujimoto, David Meger, Doina Precup",Reject
1318,"Yuri Burda, Harrison Edwards, Amos Storkey, Oleg Klimov",Accept (Poster)
1319,"Pavel Solovev, Vladimir Aliev, Pavel Ostyakov, Gleb Sterkin, Elizaveta Logacheva, Stepan Troeshestov, Roman Suvorov, Anton Mashikhin, Oleg Khomenko, Sergey Nikolenko",Reject
1320,"Hyoungseok Kim, Jaekyeom Kim, Yeonwoo Jeong, Sergey Levine, Hyun Song",Reject
1321,"Shupeng Gui, Xiangliang Zhang, Shuang Qiu, Mingrui Wu, Jieping Ye, Ji Liu",Reject
1322,"Ying Liu, Cheng Zheng",Reject
1323,"Muthuraman Chidambaram, Yinfei Yang, Daniel Cer, Steve Yuan, Yun-Hsuan Sung, Brian Strope, Ray Kurzweil",Reject
1324,"Dongmian Zou, Gilad Lerman",Reject
1325,"Sidak Singh, Andreas Hug, Aymeric Dieuleveut, Martin Jaggi",Reject
1326,"Shuqian Ye, Yanheng Xu, Jiechun Liang, Hao Xu, Shuhong Cai, Shixin Liu, Xi Zhu",Reject
1327,"Nicholas Roberts, Poornav Purushothama, Vishal Vasudevan, Siddarth Ravichandran, Chen Zhang, William Gerwick, Garrison Cottrell",Reject
1328,"Scott Gigante, David Dijk, Kevin Moon, Alexander Strzalkowski, Katie Ferguson, Guy Wolf, Smita Krishnaswamy",Reject
1329,"Xinjian Li, Siddharth Dalmia, David Mortensen, Florian Metze, Alan Black",Reject
1330,"Luisa Zintgraf, Kyriacos Shiarlis, Vitaly Kurin, Katja Hofmann, Shimon Whiteson",Reject
1331,"Tianmin Shu, Caiming Xiong, Ying Wu, Song-Chun Zhu",Reject
1332,"Alexander Stec, Diego Klabjan, Jean Utke",Reject
1333,"MohamadAli Torkamani, Phillip Wallis",Reject
1334,"Sung Kim, Visvesh Sathe",Reject
1335,"Shagun Sodhani, Anirudh Goyal, Tristan Deleu, Yoshua Bengio, Jian Tang",Reject
1336,"Ella Gale, Anh Nguyen, Ryan Blything, Nicholas Bowers",Reject
1337,"Antonin Raffin, Ashley Hill, René Traoré, Timothée Lesort, Natalia Díaz-Rodríguez, David Filliat",Reject
1338,"Raphael Townshend, Rishi Bedi, Ron Dror",Reject
1339,"Glen Berseth, Christopher Pal",Reject
1340,"Shikun Liu, Edward Johns, Andrew Davison",Reject
1341,"Kien Do, Truyen Tran, Svetha Venkatesh",Reject
1342,"Artur Souza, Leonardo Oliveira, Sabine Hollatz, Matt Feldman, Kunle Olukotun, James Holton, Aina Cohen, Luigi Nardi",Reject
1343,"Tian Guo, Tao Lin",Reject
1344,"Hesham Mostafa, Xin Wang",Reject
1345,"Jaspreet Sahota, Divya Shanmugam, Janahan Ramanan, Sepehr Eghbali, Marcus Brubaker",Reject
1346,"Mengye Ren, Renjie Liao, Ethan Fetaya, Richard Zemel",Reject
1347,"Rohan Taori, Amog Kamsetty, Brenton Chu, Nikita Vemuri",Reject
1348,"Hiroshi Seki, Takaaki Hori, Shinji Watanabe, Jonathan Roux, John Hershey",Reject
1349,"Rachel Lerch, Chris Sims",Reject
1350,"Yunfu Song, Zhijian Ou",Reject
1351,"Adria Ruiz, Oriol Martinez, Xavier Binefa, Jakob Verbeek",Reject
1352,"Duhyeon Bang, Hyunjung Shim",Reject
1353,"Chin-Wei Huang, Faruk Ahmed, Kundan Kumar, Alexandre Lacoste, Aaron Courville",Reject
1354,"Hanbo Li, Yaqing Wang, Changyou Chen, Jing Gao",Reject
1355,"Felix Berkenkamp, Debadeepta Dey, Ashish Kapoor",Reject
1356,"Sangchul Hahn, Heeyoul Choi",Reject
1357,"Arbaaz Khan, Clark Zhang, Vijay Kumar, Alejandro Ribeiro",Reject
1358,"Tim Sainburg, Marvin Thielk, Brad Thielman, Benjamin Migliori, Timothy Gentner",Reject
1359,"Baoxiang Wang, Tongfang Sun, Xianjun Zheng",Reject
1360,"Wenyuan Zeng, Raquel Urtasun",Reject
1361,"Juan Maroñas, Roberto Paredes, Daniel Ramos",Reject
1362,"David Janz, Jiri Hron, José Hernández-Lobato, Katja Hofmann, Sebastian Tschiatschek",Reject
1363,"Kevin Roth, Aurelien Lucchi, Sebastian Nowozin, Thomas Hofmann",Reject
1364,"michel moukari, loïc simon, sylvaine picard, frédéric jurie",Reject
1365,"Vivek Gupta, Ankit Saw, Partha Talukdar, Praneeth Netrapalli",Reject
1366,"Hongyang Gao, Shuiwang Ji",Reject
1367,"Ramtin Keramati, Jay Whang, Patrick Cho, Emma Brunskill",Reject
1368,"Krzysztof Maziarz, Andrey Khorlin, Quentin Laroussilhe, Andrea Gesmundo",Reject
1369,"Christopher Stanton, Jeff Clune",Reject
1370,"Jun Han, Salvator Lombardo, Christopher Schroers, Stephan Mandt",Reject
1371,"Nelly Elsayed, Anthony Maida, Magdy Bayoumi",Reject
1372,"Julien Perolet, Mateusz Malinowski, Bilal Piot, Olivier Pietquin",Reject
1373,"Pablo Barros, German Parisi, Manfred Eppe, Stefan Wermter",Reject
1374,"Alexander Kuhnle, Ann Copestake",Reject
1375,"Kevin Frans, Chin-Yi Cheng",Reject
1376,"Zhichao Lu, Ian Whalen, Vishnu Boddeti, Yashesh Dhebar, Kalyanmoy Deb, Erik Goodman, Wolfgang Banzhaf",Reject
1377,"Dan Zhang, Anna Khoreva",Reject
1378,"Chun-Liang Li, Manzil Zaheer, Yang Zhang, Barnabás Póczos, Ruslan Salakhutdinov",Reject
1379,"Sayna Ebrahimi, Mohamed Elhoseiny, Trevor Darrell, Marcus Rohrbach",Reject
1380,"Beomsu Kim, Junghoon Seo, Jeongyeol Choe, Jamyoung Koo, Seunghyeon Jeon, Taegyun Jeon",Reject
1381,"Manan Tomar, Rahul Ramesh, Balaraman Ravindran",Reject
1382,"Kuan Wang, Hao Zhao, Anbang Yao, Aojun Zhou, Dawei Sun, Yurong Chen",Reject
1383,"Yilun Du, Karthik Narasimhan",Reject
1384,"Jangho Kim, Jeesoo Kim, Nojun Kwak",Reject
1385,"Satoshi Hara, Koichi Ikeno, Tasuku Soma, Takanori Maehara",Reject
1386,"Kristy Choi, Kedar Tatwawadi, Tsachy Weissman, Stefano Ermon",Reject
1387,"Jeonghyun Lyu, Takashi Shinozaki, Kaoru Amano",Reject
1388,"Voot Tangkaratt, Masashi Sugiyama",Reject
1389,"Botty Dimanov, Mateja Jamnik",Reject
1390,"Julius Kunze, Louis Kirsch, Hippolyt Ritter, David Barber",Reject
1391,"Guoqiang Zhang, Kenta Niwa, W. Kleijn",Reject
1392,"Frank Nielsen, Ke Sun",Reject
1393,"Merlin Schüler, Hlynur Hlynsson, Laurenz Wiskott",Reject
1394,"Deepak Mishra, Prathosh AP, Aravind J, Prashant Pandey, Santanu Chaudhury",Reject
1395,"Kelsey Allen, Hanul Shin, Evan Shelhamer, Josh Tenenbaum",Reject
1396,"Dongha Kim, Yongchan Choi, Jae-Joon Han, Changkyu Choi, Yongdai Kim",Reject
1397,"Andrew Jesson, Cécile Low-Kam, Tanya Nair, Florian Soudan, Florent Chandelier, Nicolas Chapados",Reject
1398,"Fuchen Liu, Hongwei Shang, Hong Zhang",Reject
1399,"Goncalo Mordido, Haojin Yang, Christoph Meinel",Reject
1400,"Neale Ratzlaff, Li Fuxin",Reject
1401,"Mehdi Jafarnia-Jahromi, Tasmin Chowdhury, Hsin-Tai Wu, Sayandev Mukherjee",Reject
1402,"Amit Deshpande, Sandesh Kamath, K Subrahmanyam",Reject
1403,"Sumanth Dathathri, Stephan Zheng, Yisong Yue, Richard Murray",Reject
1404,"Cem Anil, James Lucas, Roger Grosse",Reject
1405,"Ting Chen, Ji Lin, Tian Lin, Song Han, Chong Wang, Denny Zhou",Reject
1406,"Sungjoon Choi, Sanghoon Hong, Kyungjae Lee, Sungbin Lim",Reject
1407,"Yanyao Shen, Sujay Sanghavi",Reject
1408,"Matthew Mirman, Marc Fischer, Martin Vechev",Reject
1409,"Alberto Bietti, Grégoire Mialon, Julien Mairal",Reject
1410,"Andrey Malinin, Mark Gales",Reject
1411,"Angus Galloway, Anna Golubeva, Graham Taylor",Reject
1412,"Jesse Farebrother, Marlos Machado, Michael Bowling",Reject
1413,"Ozsel Kilinc, Giovanni Montana",Reject
1414,"Chaowei Xiao, Xinlei Pan, Warren He, Bo Li, Jian Peng, Mingjie Sun, Jinfeng Yi, Mingyan Liu, Dawn Song.",Reject
1415,"Pablo Castro, Subhodeep Moitra, Carles Gelada, Saurabh Kumar, Marc Bellemare",Reject
1416,Fahad Alhasoun,Reject
1417,"Katherine Lee, Orhan Firat, Ashish Agarwal, Clara Fannjiang, David Sussillo",Reject
1418,"Matteo Hessel, Hado Hasselt, Joseph Modayil, David Silver",Reject
